Start,End,State,Label
2072473,2072501,ACTIVE,Row 0
2072501,2072520,READING,
2072520,2072544,WRITING,
2072544,2072588,PRECHARGING,
2072588,2072620,ACTIVE,Row 0
2072620,2072652,WRITING,
2072652,2072681,READING,
2072681,2072719,WRITING,
2072719,2072746,READING,
2072746,2072788,PRECHARGING,
2072788,2072806,ACTIVE,Row 0
2072806,2072826,READING,
2072826,2072844,WRITING,
2072844,2072874,READING,
2072874,2072891,PRECHARGING,
2072891,2072922,ACTIVE,Row 0
2072922,2072935,WRITING,
2072935,2072964,READING,
2072964,2072992,PRECHARGING,
2072992,2074943,REFRESHING,
2074943,2074991,ACTIVE,Row 0
2074991,2075028,PRECHARGING,
2075028,2075051,ACTIVE,Row 0
2075051,2075137,WRITING,
2075137,2075154,READING,
2075154,2075171,WRITING,
2075171,2075195,READING,
2075195,2075243,WRITING,
2075243,2075275,PRECHARGING,
2075275,2075711,REFRESHING,
2075711,2075741,ACTIVE,Row 0
2075741,2075868,WRITING,
2075868,2075904,READING,
2075904,2075927,WRITING,
2075927,2075960,PRECHARGING,
2075960,2075981,ACTIVE,Row 0
2075981,2076015,WRITING,
2076015,2076054,PRECHARGING,
2076054,2076909,REFRESHING,
2076909,2076929,ACTIVE,Row 0
2076929,2077039,READING,
2077039,2077091,PRECHARGING,
2077091,2077520,REFRESHING,
2077520,2077548,ACTIVE,Row 0
2077548,2077592,READING,
2077592,2077612,WRITING,
2077612,2077636,PRECHARGING,
2077636,2078516,REFRESHING,
2078516,2078584,ACTIVE,Row 0
2078584,2078622,WRITING,
2078622,2078668,PRECHARGING,
2078668,2078696,ACTIVE,Row 0
2078696,2078706,WRITING,
2078706,2078745,READING,
2078745,2078764,WRITING,
2078764,2078797,READING,
2078797,2078896,PRECHARGING,
2078896,2078927,ACTIVE,Row 0
2078927,2079030,WRITING,
2079030,2079091,READING,
2079091,2079127,WRITING,
2079127,2079163,PRECHARGING,
2079163,2079610,REFRESHING,
2079610,2079637,ACTIVE,Row 0
2079637,2079654,READING,
2079654,2079737,WRITING,
2079737,2079756,PRECHARGING,
2079756,2079794,ACTIVE,Row 0
2079794,2079847,WRITING,
2079847,2079871,READING,
2079871,2079957,WRITING,
2079957,2080001,READING,
2080001,2080053,WRITING,
2080053,2080077,PRECHARGING,
2080077,2081883,REFRESHING,
2081883,2081906,ACTIVE,Row 0
2081906,2081932,WRITING,
2081932,2081973,PRECHARGING,
2081973,2082842,REFRESHING,
2082842,2082888,ACTIVE,Row 0
2082888,2082960,READING,
2082960,2082970,WRITING,
2082970,2083011,READING,
2083011,2083064,WRITING,
2083064,2083098,PRECHARGING,
2083098,2083124,ACTIVE,Row 0
2083124,2083133,WRITING,
2083133,2083162,READING,
2083162,2083179,PRECHARGING,
2083179,2083196,ACTIVE,Row 0
2083196,2083211,WRITING,
2083211,2083316,READING,
2083316,2083370,WRITING,
2083370,2083424,READING,
2083424,2083464,PRECHARGING,
2083464,2083503,ACTIVE,Row 0
2083503,2083606,READING,
2083606,2083637,WRITING,
2083637,2083664,READING,
2083664,2083689,WRITING,
2083689,2083724,READING,
2083724,2083811,WRITING,
2083811,2083833,READING,
2083833,2083870,PRECHARGING,
2083870,2084303,REFRESHING,
2084303,2084330,ACTIVE,Row 0
2084330,2084380,READING,
2084380,2084409,PRECHARGING,
2084409,2086177,REFRESHING,
2086177,2086203,ACTIVE,Row 0
2086203,2086221,READING,
2086221,2086269,PRECHARGING,
2086269,2087158,REFRESHING,
2087158,2087189,ACTIVE,Row 0
2087189,2087253,WRITING,
2087253,2087307,READING,
2087307,2087326,WRITING,
2087326,2087381,READING,
2087381,2087436,WRITING,
2087436,2087463,READING,
2087463,2087480,WRITING,
2087480,2087523,READING,
2087523,2087564,PRECHARGING,
2087564,2087996,REFRESHING,
2087996,2088025,ACTIVE,Row 0
2088025,2088080,READING,
2088080,2088122,PRECHARGING,
2088122,2088164,ACTIVE,Row 0
2088164,2088187,PRECHARGING,
2088187,2088637,REFRESHING,
2088637,2088655,ACTIVE,Row 0
2088655,2088708,READING,
2088708,2088728,PRECHARGING,
2088728,2088756,ACTIVE,Row 0
2088756,2088796,READING,
2088796,2088904,PRECHARGING,
2088904,2089754,REFRESHING,
2089754,2089778,ACTIVE,Row 0
2089778,2089791,WRITING,
2089791,2089840,READING,
2089840,2089857,WRITING,
2089857,2089892,READING,
2089892,2089947,WRITING,
2089947,2089973,READING,
2089973,2090000,PRECHARGING,
2090000,2090018,ACTIVE,Row 0
2090018,2090032,WRITING,
2090032,2090054,READING,
2090054,2090091,PRECHARGING,
2090091,2090537,REFRESHING,
2090537,2090573,ACTIVE,Row 0
2090573,2090720,READING,
2090720,2090798,WRITING,
2090798,2090823,PRECHARGING,
2090823,2091265,REFRESHING,
2091265,2091306,ACTIVE,Row 0
2091306,2091428,WRITING,
2091428,2091457,PRECHARGING,
2091457,2091499,ACTIVE,Row 0
2091499,2091543,PRECHARGING,
2091543,2091972,REFRESHING,
2091972,2091989,ACTIVE,Row 0
2091989,2092008,WRITING,
2092008,2092030,READING,
2092030,2092074,PRECHARGING,
2092074,2092114,ACTIVE,Row 0
2092114,2092141,WRITING,
2092141,2092171,READING,
2092171,2092313,WRITING,
2092313,2092425,READING,
2092425,2092525,WRITING,
2092525,2092545,PRECHARGING,
2092545,2092577,ACTIVE,Row 0
2092577,2092602,READING,
2092602,2092619,PRECHARGING,
2092619,2092641,ACTIVE,Row 0
2092641,2092656,WRITING,
2092656,2092741,READING,
2092741,2092777,WRITING,
2092777,2092823,READING,
2092823,2092854,PRECHARGING,
2092854,2092885,ACTIVE,Row 0
2092885,2092960,READING,
2092960,2093023,PRECHARGING,
2093023,2093064,ACTIVE,Row 0
2093064,2093094,WRITING,
2093094,2093154,READING,
2093154,2093191,PRECHARGING,
2093191,2093208,ACTIVE,Row 0
2093208,2093295,READING,
2093295,2093319,WRITING,
2093319,2093365,READING,
2093365,2093427,WRITING,
2093427,2093459,READING,
2093459,2093572,PRECHARGING,
2093572,2093598,ACTIVE,Row 0
2093598,2093616,READING,
2093616,2093643,WRITING,
2093643,2093674,READING,
2093674,2093699,WRITING,
2093699,2093738,READING,
2093738,2093752,WRITING,
2093752,2093769,READING,
2093769,2093800,PRECHARGING,
2093800,2093818,ACTIVE,Row 0
2093818,2093906,READING,
2093906,2093957,PRECHARGING,
2093957,2094390,REFRESHING,
2094390,2094431,ACTIVE,Row 0
2094431,2094517,READING,
2094517,2094539,WRITING,
2094539,2094569,READING,
2094569,2094594,PRECHARGING,
2094594,2095997,REFRESHING,
2095997,2096024,ACTIVE,Row 0
2096024,2096067,WRITING,
2096067,2096144,READING,
2096144,2096155,WRITING,
2096155,2096205,READING,
2096205,2096279,WRITING,
2096279,2096298,PRECHARGING,
2096298,2096722,REFRESHING,
2096722,2096746,ACTIVE,Row 0
2096746,2096828,WRITING,
2096828,2096866,PRECHARGING,
2096866,2096892,ACTIVE,Row 0
2096892,2096959,READING,
2096959,2096995,WRITING,
2096995,2097108,READING,
2097108,2097136,WRITING,
2097136,2097160,READING,
2097160,2097200,PRECHARGING,
2097200,2097253,ACTIVE,Row 0
2097253,2097304,WRITING,
2097304,2097374,PRECHARGING,
2097374,2097393,ACTIVE,Row 0
2097393,2097408,WRITING,
2097408,2097436,READING,
2097436,2097503,PRECHARGING,
2097503,2097924,REFRESHING,
2097924,2097964,ACTIVE,Row 0
2097964,2098013,READING,
2098013,2098038,PRECHARGING,
2098038,2098086,ACTIVE,Row 0
2098086,2098157,WRITING,
2098157,2098178,PRECHARGING,
2098178,2098201,ACTIVE,Row 0
2098201,2098231,READING,
2098231,2098348,WRITING,
2098348,2098374,READING,
2098374,2098393,PRECHARGING,
2098393,2098456,ACTIVE,Row 0
2098456,2098501,PRECHARGING,
2098501,2098951,REFRESHING,
2098951,2098974,ACTIVE,Row 0
2098974,2099044,READING,
2099044,2099100,PRECHARGING,
2099100,2099117,ACTIVE,Row 0
2099117,2099140,WRITING,
2099140,2099171,READING,
2099171,2099194,PRECHARGING,
2099194,2099220,ACTIVE,Row 0
2099220,2099240,READING,
2099240,2099331,WRITING,
2099331,2099364,PRECHARGING,
2099364,2100709,REFRESHING,
2100709,2100757,ACTIVE,Row 0
2100757,2100779,WRITING,
2100779,2100862,READING,
2100862,2100879,WRITING,
2100879,2100979,READING,
2100979,2101002,PRECHARGING,
2101002,2101425,REFRESHING,
2101425,2101463,ACTIVE,Row 0
2101463,2101481,READING,
2101481,2101502,WRITING,
2101502,2101575,PRECHARGING,
2101575,2101595,ACTIVE,Row 0
2101595,2101613,READING,
2101613,2101668,WRITING,
2101668,2101687,READING,
2101687,2101740,WRITING,
2101740,2101759,READING,
2101759,2101795,PRECHARGING,
2101795,2101812,ACTIVE,Row 0
2101812,2101834,READING,
2101834,2101846,WRITING,
2101846,2101873,READING,
2101873,2101910,WRITING,
2101910,2101943,READING,
2101943,2101971,WRITING,
2101971,2102003,READING,
2102003,2102041,PRECHARGING,
2102041,2102463,REFRESHING,
2102463,2102493,ACTIVE,Row 0
2102493,2102532,READING,
2102532,2102587,PRECHARGING,
2102587,2103013,REFRESHING,
2103013,2103038,ACTIVE,Row 0
2103038,2103063,WRITING,
2103063,2103102,READING,
2103102,2103161,WRITING,
2103161,2103189,PRECHARGING,
2103189,2104062,REFRESHING,
2104062,2104085,ACTIVE,Row 0
2104085,2104141,READING,
2104141,2104170,PRECHARGING,
2104170,2104188,ACTIVE,Row 0
2104188,2104224,WRITING,
2104224,2104249,READING,
2104249,2104277,WRITING,
2104277,2104297,READING,
2104297,2104316,PRECHARGING,
2104316,2104333,ACTIVE,Row 0
2104333,2104368,READING,
2104368,2104478,WRITING,
2104478,2104523,PRECHARGING,
2104523,2104540,ACTIVE,Row 0
2104540,2104567,WRITING,
2104567,2104621,PRECHARGING,
2104621,2105049,REFRESHING,
2105049,2105086,ACTIVE,Row 0
2105086,2105219,READING,
2105219,2105244,PRECHARGING,
2105244,2106992,REFRESHING,
2106992,2107033,ACTIVE,Row 0
2107033,2107054,READING,
2107054,2107077,PRECHARGING,
2107077,2107921,REFRESHING,
2107921,2107949,ACTIVE,Row 0
2107949,2107979,READING,
2107979,2108015,WRITING,
2108015,2108092,READING,
2108092,2108144,PRECHARGING,
2108144,2108177,ACTIVE,Row 0
2108177,2108216,WRITING,
2108216,2108242,PRECHARGING,
2108242,2108300,ACTIVE,Row 0
2108300,2108349,WRITING,
2108349,2108368,READING,
2108368,2108384,WRITING,
2108384,2108409,READING,
2108409,2108426,PRECHARGING,
2108426,2109298,REFRESHING,
2109298,2109348,ACTIVE,Row 0
2109348,2109365,WRITING,
2109365,2109395,READING,
2109395,2109481,WRITING,
2109481,2109509,PRECHARGING,
2109509,2109940,REFRESHING,
2109940,2110019,ACTIVE,Row 0
2110019,2110126,PRECHARGING,
2110126,2110156,ACTIVE,Row 0
2110156,2110207,READING,
2110207,2110265,PRECHARGING,
2110265,2110706,REFRESHING,
2110706,2110754,ACTIVE,Row 0
2110754,2110798,READING,
2110798,2110816,PRECHARGING,
2110816,2111245,REFRESHING,
2111245,2111291,ACTIVE,Row 0
2111291,2111342,PRECHARGING,
2111342,2112250,REFRESHING,
2112250,2112271,ACTIVE,Row 0
2112271,2112365,READING,
2112365,2112407,WRITING,
2112407,2112501,READING,
2112501,2112529,PRECHARGING,
2112529,2113420,REFRESHING,
2113420,2113448,ACTIVE,Row 0
2113448,2113475,READING,
2113475,2113536,WRITING,
2113536,2113592,READING,
2113592,2113655,WRITING,
2113655,2113695,PRECHARGING,
2113695,2114131,REFRESHING,
2114131,2114156,ACTIVE,Row 0
2114156,2114197,READING,
2114197,2114233,WRITING,
2114233,2114272,READING,
2114272,2114291,PRECHARGING,
2114291,2115610,REFRESHING,
2115610,2115633,ACTIVE,Row 0
2115633,2115643,WRITING,
2115643,2115703,READING,
2115703,2115746,PRECHARGING,
2115746,2115793,ACTIVE,Row 0
2115793,2115816,WRITING,
2115816,2115851,READING,
2115851,2115878,PRECHARGING,
2115878,2118074,REFRESHING,
2118074,2118193,ACTIVE,Row 0
2118193,2118287,WRITING,
2118287,2118343,PRECHARGING,
2118343,2119631,REFRESHING,
2119631,2119649,ACTIVE,Row 0
2119649,2119682,READING,
2119682,2119757,WRITING,
2119757,2119774,READING,
2119774,2119810,PRECHARGING,
2119810,2120239,REFRESHING,
2120239,2120272,ACTIVE,Row 0
2120272,2120290,READING,
2120290,2120302,WRITING,
2120302,2120326,READING,
2120326,2120359,WRITING,
2120359,2120479,READING,
2120479,2120518,WRITING,
2120518,2120540,READING,
2120540,2120559,WRITING,
2120559,2120594,PRECHARGING,
2120594,2121975,REFRESHING,
2121975,2122004,ACTIVE,Row 0
2122004,2122022,READING,
2122022,2122073,PRECHARGING,
2122073,2122090,ACTIVE,Row 0
2122090,2122118,WRITING,
2122118,2122149,PRECHARGING,
2122149,2123535,REFRESHING,
2123535,2123566,ACTIVE,Row 0
2123566,2123605,READING,
2123605,2123623,WRITING,
2123623,2123651,READING,
2123651,2123729,PRECHARGING,
2123729,2123763,ACTIVE,Row 0
2123763,2123794,READING,
2123794,2123811,PRECHARGING,
2123811,2123835,ACTIVE,Row 0
2123835,2123906,WRITING,
2123906,2123925,READING,
2123925,2124018,PRECHARGING,
2124018,2124052,ACTIVE,Row 0
2124052,2124070,READING,
2124070,2124144,WRITING,
2124144,2124182,PRECHARGING,
2124182,2124235,ACTIVE,Row 0
2124235,2124273,WRITING,
2124273,2124329,READING,
2124329,2124383,WRITING,
2124383,2124409,PRECHARGING,
2124409,2124838,REFRESHING,
2124838,2124858,ACTIVE,Row 0
2124858,2124916,READING,
2124916,2124945,WRITING,
2124945,2124964,PRECHARGING,
2124964,2124987,ACTIVE,Row 0
2124987,2125010,WRITING,
2125010,2125035,PRECHARGING,
2125035,2125480,REFRESHING,
2125480,2125505,ACTIVE,Row 0
2125505,2125525,READING,
2125525,2125543,WRITING,
2125543,2125603,PRECHARGING,
2125603,2126460,REFRESHING,
2126460,2126506,ACTIVE,Row 0
2126506,2126534,PRECHARGING,
2126534,2126581,ACTIVE,Row 0
2126581,2126622,WRITING,
2126622,2126639,PRECHARGING,
2126639,2126661,ACTIVE,Row 0
2126661,2126724,WRITING,
2126724,2126742,READING,
2126742,2126797,WRITING,
2126797,2126835,PRECHARGING,
2126835,2126882,ACTIVE,Row 0
2126882,2126899,PRECHARGING,
2126899,2126920,ACTIVE,Row 0
2126920,2126957,READING,
2126957,2127027,WRITING,
2127027,2127071,READING,
2127071,2127103,WRITING,
2127103,2127151,READING,
2127151,2127198,PRECHARGING,
2127198,2127621,REFRESHING,
2127621,2127639,ACTIVE,Row 0
2127639,2127670,WRITING,
2127670,2127700,READING,
2127700,2127733,PRECHARGING,
2127733,2127762,ACTIVE,Row 0
2127762,2127813,READING,
2127813,2127838,PRECHARGING,
2127838,2127867,ACTIVE,Row 0
2127867,2127892,WRITING,
2127892,2127941,READING,
2127941,2128003,WRITING,
2128003,2128042,READING,
2128042,2128087,WRITING,
2128087,2128175,READING,
2128175,2128232,PRECHARGING,
2128232,2128260,ACTIVE,Row 0
2128260,2128304,READING,
2128304,2128338,PRECHARGING,
2128338,2128760,REFRESHING,
2128760,2128827,ACTIVE,Row 0
2128827,2128883,PRECHARGING,
2128883,2129761,REFRESHING,
2129761,2129789,ACTIVE,Row 0
2129789,2129847,WRITING,
2129847,2129875,READING,
2129875,2129889,WRITING,
2129889,2129958,READING,
2129958,2129994,PRECHARGING,
2129994,2130013,ACTIVE,Row 0
2130013,2130048,READING,
2130048,2130077,PRECHARGING,
2130077,2131390,REFRESHING,
2131390,2131427,ACTIVE,Row 0
2131427,2131452,READING,
2131452,2131478,PRECHARGING,
2131478,2131510,ACTIVE,Row 0
2131510,2131613,READING,
2131613,2131661,PRECHARGING,
2131661,2131693,ACTIVE,Row 0
2131693,2131749,WRITING,
2131749,2131826,PRECHARGING,
2131826,2132248,REFRESHING,
2132248,2132271,ACTIVE,Row 0
2132271,2132288,READING,
2132288,2132309,WRITING,
2132309,2132359,READING,
2132359,2132377,WRITING,
2132377,2132407,READING,
2132407,2132440,WRITING,
2132440,2132459,PRECHARGING,
2132459,2133343,REFRESHING,
2133343,2133361,ACTIVE,Row 0
2133361,2133385,WRITING,
2133385,2133412,PRECHARGING,
2133412,2133439,ACTIVE,Row 0
2133439,2133476,WRITING,
2133476,2133569,READING,
2133569,2133604,PRECHARGING,
2133604,2133646,ACTIVE,Row 0
2133646,2133668,WRITING,
2133668,2133716,READING,
2133716,2133829,WRITING,
2133829,2133848,READING,
2133848,2133870,WRITING,
2133870,2133888,PRECHARGING,
2133888,2133911,ACTIVE,Row 0
2133911,2133929,READING,
2133929,2133998,PRECHARGING,
2133998,2135303,REFRESHING,
2135303,2135322,ACTIVE,Row 0
2135322,2135354,READING,
2135354,2135367,WRITING,
2135367,2135391,READING,
2135391,2135417,WRITING,
2135417,2135482,READING,
2135482,2135528,WRITING,
2135528,2135548,READING,
2135548,2135563,WRITING,
2135563,2135608,READING,
2135608,2135656,PRECHARGING,
2135656,2135684,ACTIVE,Row 0
2135684,2135702,WRITING,
2135702,2135748,READING,
2135748,2135793,PRECHARGING,
2135793,2136236,REFRESHING,
2136236,2136264,ACTIVE,Row 0
2136264,2136288,WRITING,
2136288,2136325,PRECHARGING,
2136325,2137233,REFRESHING,
2137233,2137269,ACTIVE,Row 0
2137269,2137373,READING,
2137373,2137472,WRITING,
2137472,2137546,READING,
2137546,2137599,WRITING,
2137599,2137618,READING,
2137618,2137643,PRECHARGING,
2137643,2137685,ACTIVE,Row 0
2137685,2137767,PRECHARGING,
2137767,2137803,ACTIVE,Row 0
2137803,2137872,READING,
2137872,2137937,PRECHARGING,
2137937,2138404,REFRESHING,
2138404,2138426,ACTIVE,Row 0
2138426,2138486,READING,
2138486,2138535,WRITING,
2138535,2138552,PRECHARGING,
2138552,2140336,REFRESHING,
2140336,2140360,ACTIVE,Row 0
2140360,2140422,READING,
2140422,2140445,PRECHARGING,
2140445,2140469,ACTIVE,Row 0
2140469,2140492,READING,
2140492,2140514,WRITING,
2140514,2140531,PRECHARGING,
2140531,2140960,REFRESHING,
2140960,2141015,ACTIVE,Row 0
2141015,2141086,PRECHARGING,
2141086,2142384,REFRESHING,
2142384,2142401,ACTIVE,Row 0
2142401,2142438,WRITING,
2142438,2142459,PRECHARGING,
2142459,2142484,ACTIVE,Row 0
2142484,2142509,READING,
2142509,2142530,PRECHARGING,
2142530,2142596,ACTIVE,Row 0
2142596,2142629,READING,
2142629,2142738,WRITING,
2142738,2142761,READING,
2142761,2142793,PRECHARGING,
2142793,2143680,REFRESHING,
2143680,2143698,ACTIVE,Row 0
2143698,2143719,READING,
2143719,2143734,WRITING,
2143734,2143759,READING,
2143759,2143777,PRECHARGING,
2143777,2143796,ACTIVE,Row 0
2143796,2143834,READING,
2143834,2143851,PRECHARGING,
2143851,2144282,REFRESHING,
2144282,2144351,ACTIVE,Row 0
2144351,2144368,READING,
2144368,2144386,WRITING,
2144386,2144463,READING,
2144463,2144493,WRITING,
2144493,2144525,READING,
2144525,2144556,WRITING,
2144556,2144685,READING,
2144685,2144718,PRECHARGING,
2144718,2145141,REFRESHING,
2145141,2145167,ACTIVE,Row 0
2145167,2145206,WRITING,
2145206,2145261,PRECHARGING,
2145261,2145282,ACTIVE,Row 0
2145282,2145328,READING,
2145328,2145366,WRITING,
2145366,2145414,READING,
2145414,2145424,WRITING,
2145424,2145443,READING,
2145443,2145527,WRITING,
2145527,2145582,READING,
2145582,2145620,PRECHARGING,
2145620,2145666,ACTIVE,Row 0
2145666,2145704,PRECHARGING,
2145704,2146568,REFRESHING,
2146568,2146586,ACTIVE,Row 0
2146586,2146638,WRITING,
2146638,2146685,PRECHARGING,
2146685,2146720,ACTIVE,Row 0
2146720,2146782,WRITING,
2146782,2146835,READING,
2146835,2146923,PRECHARGING,
2146923,2147353,REFRESHING,
2147353,2147378,ACTIVE,Row 0
2147378,2147397,WRITING,
2147397,2147434,READING,
2147434,2147468,WRITING,
2147468,2147498,PRECHARGING,
2147498,2147949,REFRESHING,
2147949,2147982,ACTIVE,Row 0
2147982,2148015,WRITING,
2148015,2148047,READING,
2148047,2148099,WRITING,
2148099,2148130,READING,
2148130,2148150,WRITING,
2148150,2148168,PRECHARGING,
2148168,2149020,REFRESHING,
2149020,2149077,ACTIVE,Row 0
2149077,2149156,WRITING,
2149156,2149187,READING,
2149187,2149262,WRITING,
2149262,2149283,READING,
2149283,2149305,PRECHARGING,
2149305,2149348,ACTIVE,Row 0
2149348,2149369,PRECHARGING,
2149369,2152019,REFRESHING,
2152019,2152038,ACTIVE,Row 0
2152038,2152066,WRITING,
2152066,2152090,READING,
2152090,2152117,WRITING,
2152117,2152189,READING,
2152189,2152207,WRITING,
2152207,2152239,PRECHARGING,
2152239,2153977,REFRESHING,
2153977,2154014,ACTIVE,Row 0
2154014,2154047,WRITING,
2154047,2154077,READING,
2154077,2154098,PRECHARGING,
2154098,2154176,ACTIVE,Row 0
2154176,2154198,WRITING,
2154198,2154237,PRECHARGING,
2154237,2156399,REFRESHING,
2156399,2156436,ACTIVE,Row 0
2156436,2156575,WRITING,
2156575,2156652,PRECHARGING,
2156652,2156682,ACTIVE,Row 0
2156682,2156724,WRITING,
2156724,2156762,READING,
2156762,2156796,WRITING,
2156796,2156849,PRECHARGING,
2156849,2158200,REFRESHING,
2158200,2158231,ACTIVE,Row 0
2158231,2158257,READING,
2158257,2158285,PRECHARGING,
2158285,2158790,REFRESHING,
2158790,2158828,ACTIVE,Row 0
2158828,2158862,READING,
2158862,2158900,WRITING,
2158900,2158954,READING,
2158954,2158984,WRITING,
2158984,2159001,PRECHARGING,
2159001,2159033,ACTIVE,Row 0
2159033,2159103,WRITING,
2159103,2159132,PRECHARGING,
2159132,2159166,ACTIVE,Row 0
2159166,2159176,WRITING,
2159176,2159194,READING,
2159194,2159238,PRECHARGING,
2159238,2159670,REFRESHING,
2159670,2159713,ACTIVE,Row 0
2159713,2159741,PRECHARGING,
2159741,2160167,REFRESHING,
2160167,2160198,ACTIVE,Row 0
2160198,2160413,WRITING,
2160413,2160430,PRECHARGING,
2160430,2160453,ACTIVE,Row 0
2160453,2160492,WRITING,
2160492,2160556,PRECHARGING,
2160556,2160587,ACTIVE,Row 0
2160587,2160666,READING,
2160666,2160695,WRITING,
2160695,2160781,READING,
2160781,2160819,WRITING,
2160819,2160840,READING,
2160840,2160877,PRECHARGING,
2160877,2160897,ACTIVE,Row 0
2160897,2161024,READING,
2161024,2161067,WRITING,
2161067,2161087,PRECHARGING,
2161087,2163729,REFRESHING,
2163729,2163769,ACTIVE,Row 0
2163769,2163807,PRECHARGING,
2163807,2163830,ACTIVE,Row 0
2163830,2163857,WRITING,
2163857,2163881,PRECHARGING,
2163881,2166072,REFRESHING,
2166072,2166115,ACTIVE,Row 0
2166115,2166136,PRECHARGING,
2166136,2166176,ACTIVE,Row 0
2166176,2166259,PRECHARGING,
2166259,2166308,ACTIVE,Row 0
2166308,2166325,READING,
2166325,2166347,PRECHARGING,
2166347,2166801,REFRESHING,
2166801,2166824,ACTIVE,Row 0
2166824,2166873,READING,
2166873,2166899,PRECHARGING,
2166899,2166924,ACTIVE,Row 0
2166924,2166969,READING,
2166969,2167004,WRITING,
2167004,2167040,READING,
2167040,2167073,PRECHARGING,
2167073,2167963,REFRESHING,
2167963,2168010,ACTIVE,Row 0
2168010,2168036,PRECHARGING,
2168036,2168087,ACTIVE,Row 0
2168087,2168122,READING,
2168122,2168149,WRITING,
2168149,2168269,READING,
2168269,2168321,WRITING,
2168321,2168338,READING,
2168338,2168357,PRECHARGING,
2168357,2169721,REFRESHING,
2169721,2169756,ACTIVE,Row 0
2169756,2169775,WRITING,
2169775,2169809,PRECHARGING,
2169809,2169845,ACTIVE,Row 0
2169845,2169914,WRITING,
2169914,2170011,READING,
2170011,2170078,WRITING,
2170078,2170098,PRECHARGING,
2170098,2170122,ACTIVE,Row 0
2170122,2170168,READING,
2170168,2170197,PRECHARGING,
2170197,2170630,REFRESHING,
2170630,2170688,ACTIVE,Row 0
2170688,2170734,READING,
2170734,2170777,WRITING,
2170777,2170820,READING,
2170820,2170840,WRITING,
2170840,2170871,READING,
2170871,2170895,WRITING,
2170895,2171007,READING,
2171007,2171018,WRITING,
2171018,2171048,READING,
2171048,2171074,WRITING,
2171074,2171092,READING,
2171092,2171165,WRITING,
2171165,2171232,READING,
2171232,2171295,PRECHARGING,
2171295,2171316,ACTIVE,Row 0
2171316,2171365,READING,
2171365,2171391,PRECHARGING,
2171391,2172265,REFRESHING,
2172265,2172283,ACTIVE,Row 0
2172283,2172326,READING,
2172326,2172364,WRITING,
2172364,2172430,READING,
2172430,2172454,WRITING,
2172454,2172471,READING,
2172471,2172514,WRITING,
2172514,2172543,PRECHARGING,
2172543,2172567,ACTIVE,Row 0
2172567,2172596,WRITING,
2172596,2172660,READING,
2172660,2172720,PRECHARGING,
2172720,2172742,ACTIVE,Row 0
2172742,2172823,WRITING,
2172823,2172888,READING,
2172888,2172916,WRITING,
2172916,2172972,PRECHARGING,
2172972,2173854,REFRESHING,
2173854,2173882,ACTIVE,Row 0
2173882,2173926,READING,
2173926,2173944,WRITING,
2173944,2173983,PRECHARGING,
2173983,2174487,REFRESHING,
2174487,2174512,ACTIVE,Row 0
2174512,2174543,WRITING,
2174543,2174570,PRECHARGING,
2174570,2174617,ACTIVE,Row 0
2174617,2174677,WRITING,
2174677,2174696,PRECHARGING,
2174696,2174714,ACTIVE,Row 0
2174714,2174731,WRITING,
2174731,2174753,READING,
2174753,2174786,PRECHARGING,
2174786,2175252,REFRESHING,
2175252,2175270,ACTIVE,Row 0
2175270,2175330,READING,
2175330,2175368,WRITING,
2175368,2175386,READING,
2175386,2175510,WRITING,
2175510,2175539,READING,
2175539,2175558,PRECHARGING,
2175558,2177723,REFRESHING,
2177723,2177746,ACTIVE,Row 0
2177746,2177784,READING,
2177784,2177825,WRITING,
2177825,2177844,PRECHARGING,
2177844,2177910,ACTIVE,Row 0
2177910,2177984,PRECHARGING,
2177984,2178846,REFRESHING,
2178846,2178886,ACTIVE,Row 0
2178886,2178927,READING,
2178927,2179008,PRECHARGING,
2179008,2179032,ACTIVE,Row 0
2179032,2179061,WRITING,
2179061,2179091,PRECHARGING,
2179091,2179135,ACTIVE,Row 0
2179135,2179184,PRECHARGING,
2179184,2179605,REFRESHING,
2179605,2179653,ACTIVE,Row 0
2179653,2179669,WRITING,
2179669,2179693,READING,
2179693,2179743,WRITING,
2179743,2179761,READING,
2179761,2179822,WRITING,
2179822,2179841,PRECHARGING,
2179841,2180287,REFRESHING,
2180287,2180314,ACTIVE,Row 0
2180314,2180338,WRITING,
2180338,2180375,READING,
2180375,2180395,WRITING,
2180395,2180433,READING,
2180433,2180511,WRITING,
2180511,2180580,PRECHARGING,
2180580,2181597,REFRESHING,
2181597,2181615,ACTIVE,Row 0
2181615,2181723,WRITING,
2181723,2181780,READING,
2181780,2181806,PRECHARGING,
2181806,2183550,REFRESHING,
2183550,2183625,ACTIVE,Row 0
2183625,2183657,PRECHARGING,
2183657,2184080,REFRESHING,
2184080,2184127,ACTIVE,Row 0
2184127,2184166,PRECHARGING,
2184166,2184197,ACTIVE,Row 0
2184197,2184222,WRITING,
2184222,2184265,PRECHARGING,
2184265,2185143,REFRESHING,
2185143,2185174,ACTIVE,Row 0
2185174,2185227,READING,
2185227,2185261,PRECHARGING,
2185261,2185305,ACTIVE,Row 0
2185305,2185338,WRITING,
2185338,2185364,PRECHARGING,
2185364,2185385,ACTIVE,Row 0
2185385,2185486,WRITING,
2185486,2185509,READING,
2185509,2185531,PRECHARGING,
2185531,2185963,REFRESHING,
2185963,2186011,ACTIVE,Row 0
